"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","제조구분명","사업장부지용도구분명",
"90","고압가스업","09_28_05_P","3270000","1996327001402100034","20080730","","01","영업/정상","01","영업중","","","","","","","","부산광역시 동구 초량동 1205-22","부산광역시 동구 중앙대로 184 (초량동)","","삼성화재해상보험(주)","20220301173937","U","2022-03-03 02:40:00.0","제조","385859.422246357","181299.852459272","냉동","지정되지않음",
"91","고압가스업","09_28_05_P","3270000","1996327001402200035","19960624","","01","영업/정상","01","영업중","","","","","","","","부산광역시 동구 초량동 1146","부산광역시 동구 중앙대로 287 (초량동)","","우리은행","20131230163625","I","2018-08-31 23:59:59.0","제조","386188.787240808","182273.109147713","냉동","지정되지않음",
"92","고압가스업","09_28_05_P","3270000","2002327001402100027","19740727","","01","영업/정상","01","영업중","","","","","","","","부산광역시 동구 초량동 517","부산광역시 동구 중앙대로195번가길 19 (초량동)","","동명산소상회","20150319173202","I","2018-08-31 23:59:59.0","판매","385728.832936277","181556.053114154","일반","상업.업무용",
"93","고압가스업","09_28_05_P","3270000","2016327008602200001","20160602","","01","영업/정상","01","영업중","","","","","","","","","부산광역시 동구 중앙대로 317 (초량동)","","세일병원","20180426142048","I","2018-08-31 23:59:59.0","제조","386300.952937862","182549.231409552","냉동","",
"94","고압가스업","09_28_05_P","3270000","2016327008602200002","20161208","","01","영업/정상","01","영업중","","","","","","","","","부산광역시 동구 중앙대로 지하 200 (초량동)","","부산시설공단","20170425113742","I","2018-08-31 23:59:59.0","제조","385837.861817658","181397.086518982","냉동","",
"95","고압가스업","09_28_05_P","3270000","2017327008602200001","20170104","","01","영업/정상","01","영업중","","","","","","","","","부산광역시 동구 중앙대로 399 (수정동)","","보람상조개발(주)프라임관광호텔","20180813095745","I","2018-08-31 23:59:59.0","제조","386797.847423894","183195.758362614","냉동","",
"96","고압가스업","09_28_05_P","3270000","2018327008602100001","20180126","","01","영업/정상","01","영업중","","","","20180412","","","","부산광역시 동구 초량동 1201-1","부산광역시 동구 중앙대로214번길 7-8 (초량동)","48733","(주)아로시코리아","20180412111709","I","2018-08-31 23:59:59.0","제조","386084.250830287","181613.908816635","냉동","",
"97","고압가스업","09_28_05_P","3270000","1985327001402200013","20100408","","01","영업/정상","01","영업중","","","","","","","","부산광역시 동구 초량동 1204-12","부산광역시 동구 중앙대로180번길 7  (초량동)","","한창빌딩","20100408095517","I","2018-08-31 23:59:59.0","제조","385889.045182791","181254.04588322","냉동","지정되지않음",
"98","고압가스업","09_28_05_P","3270000","1985327001402200014","20100929","","01","영업/정상","01","영업중","","","","","","","","부산광역시 동구 좌천동 68-11 외 11필지","부산광역시 동구 중앙대로 401 (좌천동,외 11필지)","","정화의료재단 봉생병원","20140512092752","I","2018-08-31 23:59:59.0","제조","386833.110400259","183227.844095046","냉동","지정되지않음",
"99","고압가스업","09_28_05_P","3270000","1987327001402200016","20080724","","01","영업/정상","01","영업중","","","","","","","","부산광역시 동구 좌천동 67-6","부산광역시 동구 중앙대로 414 (좌천동)","","에쓰-오일(주)","20161010144944","I","2018-08-31 23:59:59.0","제조","386945.429086302","183273.922059037","냉동","지정되지않음",
"100","고압가스업","09_28_05_P","3270000","2018327008602200001","20180514","","01","영업/정상","01","영업중","","","","","","","","부산광역시 동구 좌천동 1166-4 부두119안전센터","","","항만소방서(부두119안전센터)","20181115145143","U","2018-11-17 02:37:58.0","제조","386877.255805159","182542.314728602","충전","공공용지등",
"101","고압가스업","09_28_05_P","3270000","2020327013902100001","20200309","","01","영업/정상","01","영업중","","","","","","51617.39","","부산광역시 동구 초량동 1187-20 (부산광역시 북항재개발사업구역 내 해양문화지구 일부 Z-1-블럭)","","","부산오페라하우스","20210225182803","U","2021-02-27 02:40:00.0","저장소","386339.239297304","181762.555949616","","기타",
"102","고압가스업","09_28_05_P","3270000","2020327013902200001","20200318","","01","영업/정상","01","영업중","","","","","","","","부산광역시 동구 초량동 1168-15 초량119안전센터","","","중부소방서(초량119안전센터)","20200407105924","U","2020-04-09 02:40:00.0","제조","386188.651961822","181986.583535978","충전","기타",
"103","고압가스업","09_28_05_P","3270000","2021327013902200001","20210831","","01","영업/정상","01","영업중","","","","","","","","부산광역시 동구 범일동 산 43 안창119안전센터","부산광역시 동구 안창로 62, 안창119안전센터 (범일동)","48700","부산진소방서(안창119안전센터)","20210831172645","I","2021-09-02 00:22:59.0","제조","386009.065331263","184894.395764847","충전","",
"104","고압가스업","09_28_05_P","3270000","2018327008602200002","20180912","","01","영업/정상","01","영업중","","","","","","","","부산광역시 동구 초량동 1150-2","","","화인컴에스이(주)","20190129152746","U","2019-01-31 02:40:00.0","제조","386516.124155324","182689.286379633","충전","",
"105","고압가스업","09_28_05_P","3280000","2018328009202200001","20180202","","01","영업/정상","01","영업중","","","","","","","","부산광역시 영도구 동삼동 187-1번지 (주)한국선박설비","부산광역시 영도구 태종로 535 (주)한국선박설비 (동삼동)","49012","(주)한국코스코","20190130180053","I","2019-01-31 02:21:05.0","제조","389240.133805965","178148.932774743","충전","공업용",
"106","고압가스업","09_28_05_P","3280000","1999328001502100007","19990611","","01","영업/정상","01","영업중","","","","","","","","부산광역시 영도구 청학동 1-124","부산광역시 영도구 해양로135번길 11 (청학동)","","(주)PSG","20220203133409","U","2022-02-08 02:40:00.0","판매","","","냉동","공업용",
"107","고압가스업","09_28_05_P","3280000","2019328013202200001","20190418","","01","영업/정상","01","영업중","","","","","","","","부산광역시 영도구 동삼동 1167 부산해사고등학교","부산광역시 영도구 해양로 425, 부산해사고등학교 3층 (동삼동)","49111","부산해사고등학교","20200714160255","U","2020-07-16 02:40:00.0","제조","389449.015019518","176913.344179909","충전","",
"108","고압가스업","09_28_05_P","3280000","2007328007002100004","20070816","","01","영업/정상","01","영업중","","","","","","100","","부산광역시 영도구 청학동 330-64","","","진세산업(주)","20111017175649","I","2018-08-31 23:59:59.0","저장소","387853.052944968","179650.795588796","","공업용",
"109","고압가스업","09_28_05_P","3280000","2007328007002100006","20071017","","01","영업/정상","01","영업중","","","","","","","","부산광역시 영도구 청학동 330-100","부산광역시 영도구 해양로15번길 1  (청학동)","","진세조선(주)","20071017180853","I","2018-08-31 23:59:59.0","저장소","387544.685300072","179833.375188422","","",
"110","고압가스업","09_28_05_P","3280000","2007328007002100002","20070720","","01","영업/정상","01","영업중","","","","","","","","부산광역시 영도구 봉래동4가 12","부산광역시 영도구 봉래나루로 254 (봉래동4가)","","대선조선(주) [제1공장]","20190429143702","U","2019-05-01 02:40:00.0","판매","386539.334966937","179262.180986152","일반","공업용",
"111","고압가스업","09_28_05_P","3280000","1968328001502100001","19681004","","01","영업/정상","01","영업중","","","","","","","","부산광역시 영도구 청학동 1-124","부산광역시 영도구 해양로135번길 11 (청학동)","","(주)PSG","20191204134502","U","2019-12-06 02:40:00.0","제조","","","충전","공업용",
"112","고압가스업","09_28_05_P","3280000","1969328001502100003","19690620","","01","영업/정상","01","영업중","","","","","","","","부산광역시 영도구 봉래동1가 120-2","부산광역시 영도구 태종로83번길 43 (봉래동1가)","","고려종합가스","20131231165928","I","2018-08-31 23:59:59.0","저장소","386054.835262059","179102.966655269","충전","지정되지않음",
"113","고압가스업","09_28_05_P","3280000","1969328001502100004","19690620","","01","영업/정상","01","영업중","","","","","","","","부산광역시 영도구 대교동1가 36","부산광역시 영도구 태종로 53-2 (대교동1가)","","영진종합가스","20191202134800","U","2019-12-04 02:40:00.0","판매","385726.656814791","179031.068017621","일반","지정되지않음",
"114","고압가스업","09_28_05_P","3280000","1972328001502100005","19721026","","01","영업/정상","01","영업중","","","","","","","","부산광역시 영도구 남항동3가 1","부산광역시 영도구 남항서로 80 (남항동3가)","","부흥종합가스","20160426124346","I","2018-08-31 23:59:59.0","판매","385581.924836097","178411.495751263","일반","공업용",
"115","고압가스업","09_28_05_P","3280000","1977328007002100001","19770801","","01","영업/정상","01","영업중","","","","","","","","부산광역시 영도구 대평동2가 5","","","(주)조양조선","20070801100905","I","2018-08-31 23:59:59.0","제조","","","특정","공업용",
"116","고압가스업","09_28_05_P","3280000","1978328001502100002","19780624","","01","영업/정상","01","영업중","","","","","","","","부산광역시 영도구 남항동3가 1-3","부산광역시 영도구 남항서로 76 (남항동3가)","","신흥종합가스","20181002145150","U","2018-10-04 02:37:33.0","저장소","385558.197657414","178366.712103022","일반","지정되지않음",
"117","고압가스업","09_28_05_P","3280000","1978328001502100011","19780728","","01","영업/정상","01","영업중","","","","","","","","부산광역시 영도구 대평동1가 95","부산광역시 영도구 대평로19번길 5 (대평동1가)","","이화종합가스","20131231174552","I","2018-08-31 23:59:59.0","저장소","385506.697010137","178729.1881827","일반","공업용",
"118","고압가스업","09_28_05_P","3280000","1979328001502100015","19790115","","01","영업/정상","01","영업중","","","","","","","","부산광역시 영도구 대평동1가 14-1","부산광역시 영도구 대평북로 29 (대평동1가)","","영광종합가스상사","20151126103957","I","2018-08-31 23:59:59.0","판매","385473.975603516","178937.858590203","일반","공업용",
"119","고압가스업","09_28_05_P","3280000","1980328001502100019","19800829","","01","영업/정상","01","영업중","","","20050305","","","","","부산광역시 영도구 대평동1가 160-1","","","(주)코르웰","20131231170737","I","2018-08-31 23:59:59.0","판매","","","충전","공업용",
