"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","제조구분명","사업장부지용도구분명",
"500","고압가스업","09_28_05_P","3360000","2022336014502100001","20220330","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1502-1","부산광역시 강서구 녹산산업중로 83 (송정동)","46752","니키소 씨이 앤드 아이지 코리아 주식회사","20220330133417","I","2022-04-01 00:22:34.0","제조","366845.213241134","179000.146663141","일반","",
"501","고압가스업","09_28_05_P","3360000","2004336001302100003","20041014","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1579-1","부산광역시 강서구 녹산산단261로88번길 7 (송정동)","","태광후지킨(주)","20220203165136","I","2022-02-08 00:22:38.0","저장소","368310.413765053","179134.839092699","일반","공업용",
"502","고압가스업","09_28_05_P","3360000","2020336014502200001","20200211","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 대저1동 684-7","부산광역시 강서구 대저로221번길 25 (대저1동)","46702","강서소방서(대저119안전센터)","20200403163800","U","2020-04-05 02:40:00.0","제조","379919.818268675","192504.006892555","충전","",
"503","고압가스업","09_28_05_P","3360000","2001336001302200102","20010828","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1729-4","부산광역시 강서구 녹산산단262로13번길 52 (송정동)","","린데코리아 주식회사","20211124150720","U","2021-11-26 02:40:00.0","제조","368817.334613683","178069.066600972","냉동","지정되지않음",
"504","고압가스업","09_28_05_P","3360000","2020336014502200004","20200612","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1579-1번지","부산광역시 강서구 녹산산단261로88번길 7 (송정동)","46753","태광후지킨(주)","20200615090717","U","2020-06-17 02:40:00.0","제조","368310.413765053","179134.839092699","냉동","",
"505","고압가스업","09_28_05_P","3360000","2020336014502200002","20200417","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 대저2동 2350","부산광역시 강서구 공항진입로 108 (대저2동)","46718","한국공항공사부산지역본부(김해공항)","20200728173649","U","2020-07-30 02:40:00.0","제조","377192.966387666","187698.349116734","충전","",
"506","고압가스업","09_28_05_P","3360000","2020336014502200005","20200622","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 대저2동 2350","부산광역시 강서구 공항진입로 108 (대저2동)","46718","한국공항공사 부산지역본부","20200731133406","U","2020-08-02 02:40:00.0","제조","377192.966387666","187698.349116734","냉동","",
"507","고압가스업","09_28_05_P","3360000","2020336014502100001","20200713","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1583-3","부산광역시 강서구 녹산산단261로74번길 20 (송정동)","46753","정우이앤이(주)","20201020125705","U","2020-10-22 02:40:00.0","저장소","368456.163256496","178914.98065626","","",
"508","고압가스업","09_28_05_P","3360000","2020336014502200003","20200612","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1579-1","부산광역시 강서구 녹산산단261로88번길 7 (송정동)","46753","태광후지킨(주)","20200827184315","I","2020-08-29 00:23:13.0","제조","368310.413765053","179134.839092699","냉동","",
"509","고압가스업","09_28_05_P","3360000","2021336014502100008","20210831","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1579-1","","","태광후지킨 주식회사","20220126202324","U","2022-01-29 02:40:00.0","제조","368310.413765053","179134.839092699","일반","",
"510","고압가스업","09_28_05_P","3360000","2021336014502200002","20210917","","01","영업/정상","01","영업중","","","","20211019","","","","부산광역시 강서구 송정동 1729-10","부산광역시 강서구 녹산산단290로 27-15 (송정동)","46757","국도화인켐(주)","20211020092201","U","2021-10-22 02:40:00.0","제조","368710.963025044","178021.097573169","냉동","",
"511","고압가스업","09_28_05_P","3360000","2021336014502100006","20210625","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 대저2동 103-1","부산광역시 강서구 테크센터로 55 (대저2동)","46712","(주)대한항공","20210819092211","I","2021-08-20 00:22:50.0","제조","375751.958407317","188590.806112604","냉동","",
"512","고압가스업","09_28_05_P","3360000","2021336014502100005","20210622","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1565-11","부산광역시 강서구 녹산산업중로 215 (송정동)","46753","협성철광 주식회사","20211019135949","U","2021-10-21 02:40:00.0","제조","368013.049059717","178739.827471476","일반","",
"513","고압가스업","09_28_05_P","3360000","2021336014502100004","20210528","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1575-6","부산광역시 강서구 녹산산단261로 7 (송정동)","46753","(주)동화엔텍","20210528114210","I","2021-05-30 00:22:55.0","제조","368087.753125971","178283.501611121","일반","",
"514","고압가스업","09_28_05_P","3360000","2021336014502100007","20210625","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 대저2동 103-1","부산광역시 강서구 테크센터로 55 (대저2동)","46712","(주)대한항공","20210625133953","I","2021-06-27 00:23:03.0","제조","375751.958407317","188590.806112604","냉동","",
"515","고압가스업","09_28_05_P","3360000","2021336014502100003","20210503","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 화전동 580-6","부산광역시 강서구 화전산단3로 90 (화전동)","46738","(주)대웅이티","20210701174837","U","2021-07-03 02:40:00.0","저장소","371567.679570187","180363.373699098","","",
"516","고압가스업","09_28_05_P","3360000","2018336014502200002","20180921","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 지사동 1218-3 지사119안전센터","","","강서소방서(지사119안전센터)","20181108094433","U","2018-11-10 02:37:56.0","제조","366979.301974134","184810.707411908","충전","",
"517","고압가스업","09_28_05_P","3360000","2013336010502200005","20131108","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1579-1","부산광역시 강서구 녹산산단261로88번길 7 (송정동)","","태광후지킨(주)","20200929095955","I","2020-10-01 00:23:11.0","제조","368310.413765053","179134.839092699","냉동","공업용",
"518","고압가스업","09_28_05_P","3360000","2020336014502100002","20200929","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1478-1","부산광역시 강서구 녹산산업중로 22 (송정동)","46751","영도산업(주)","20200929131301","I","2020-10-01 00:23:11.0","제조","366339.309102189","179329.067270307","일반","",
"519","고압가스업","09_28_05_P","3360000","1999336001302100102","19990730","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1623-2","부산광역시 강서구 녹산산업중로 333 (송정동)","","삼성전기(주)","20210412174435","I","2021-04-14 00:22:57.0","저장소","369169.330139889","178979.319940248","일반","주.상복합용",
"520","고압가스업","09_28_05_P","3360000","2021336014502100001","20210222","","01","영업/정상","01","영업중","","","","20210429","","","","부산광역시 강서구 송정동 1623-2","부산광역시 강서구 녹산산업중로 333 (송정동)","46754","삼성전기(주) 부산사업장","20220412171923","U","2022-04-14 02:40:00.0","제조","369169.330139889","178979.319940248","냉동","",
"521","고압가스업","09_28_05_P","3360000","2021336014502200001","20210222","","01","영업/정상","01","영업중","","","","20211022","","","","부산광역시 강서구 지사동 1406-1","","","(주)더켐뱅크","20211022175335","U","2021-10-24 02:40:00.0","제조","365455.524851569","185355.898049678","냉동","",
"522","고압가스업","09_28_05_P","3360000","2005336001302100002","20050412","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1518-2","부산광역시 강서구 녹산산단165로 64-17 (송정동)","","국도화학(주) 부산사업소","20220526123403","U","2022-05-28 02:40:00.0","저장소","367426.235239205","178878.033084587","일반","기타",
"523","고압가스업","09_28_05_P","3360000","2005336001302100004","20050419","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1640-6","부산광역시 강서구 녹산산단407로 93 (송정동)","","(주)코리녹스","20200318180915","U","2020-03-20 02:40:00.0","저장소","369659.28994156","179165.450224248","일반","기타",
"524","고압가스업","09_28_05_P","3360000","2005336001302100007","20051215","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1660-12","부산광역시 강서구 녹산화전로 63 (송정동)","","현진소재(주) 2공장","20210805131203","U","2021-08-07 02:40:00.0","저장소","369951.137386898","178871.330917708","일반","공업용",
"525","고압가스업","09_28_05_P","3360000","2006336001302200001","20060228","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1520","부산광역시 강서구 녹산산업중로 161  (송정동)","","(주)젤텍","20120604174141","I","2018-08-31 23:59:59.0","제조","367423.884531247","178767.878381559","냉동","공업용",
"526","고압가스업","09_28_05_P","3360000","2006336006902100004","20060912","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1769-5","부산광역시 강서구 녹산산단382로60번길 10 (송정동)","","문화크리스탈","20160404133501","I","2018-08-31 23:59:59.0","저장소","369409.463292377","177670.953429814","일반","공업용",
"527","고압가스업","09_28_05_P","3360000","2006336006902200001","20061116","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1542-2","부산광역시 강서구 녹산산단261로73번길 48 (송정동)","","(주)농심 녹산공장","20220408105255","U","2022-04-12 02:40:00.0","제조","367820.128988913","179069.78696176","냉동","공업용",
"528","고압가스업","09_28_05_P","3360000","2004336001302100001","20040827","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1481-1","부산광역시 강서구 녹산산단17로 8 (송정동)","","(주)삼락열처리","20211029111603","U","2021-10-31 02:40:00.0","저장소","366237.797897511","179123.60809943","일반","공업기타",
"529","고압가스업","09_28_05_P","3360000","2007336006902100004","20061022","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1638-4번지","부산광역시 강서구 녹산산업북로 333 (송정동)","","대한제강(주) 녹산공장","20161201104918","I","2018-08-31 23:59:59.0","저장소","369712.58990797","179327.750588705","","",
"530","고압가스업","09_28_05_P","3360000","2008336006902100003","20080407","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1731-11","부산광역시 강서구 녹산산단290로 27-22 (송정동)","","태영메탈(주)","20190610113331","U","2019-06-12 02:40:00.0","저장소","368785.615397547","177887.050310944","","",
"531","고압가스업","09_28_05_P","3360000","2000336001302100011","20001125","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1658-7","부산광역시 강서구 녹산화전로 93 (송정동)","","(주)피에스엠","20141209094721","I","2018-08-31 23:59:59.0","저장소","369972.910554088","179171.773680399","냉동","지정되지않음",
"532","고압가스업","09_28_05_P","3360000","2000336001302100103","20000531","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1462-1","부산광역시 강서구 녹산산단27로 67 (송정동)","","(주)태웅","20170228104801","I","2018-08-31 23:59:59.0","저장소","366646.528221811","179537.904675707","냉동","주.상복합용",
"533","고압가스업","09_28_05_P","3360000","1999336001302100101","19990727","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1623-2번지","부산광역시 강서구 녹산산업중로 333 (송정동)","","삼성전기(주)","20200403145018","U","2020-04-05 02:40:00.0","저장소","369169.330139889","178979.319940248","일반","주.상복합용",
"534","고압가스업","09_28_05_P","3360000","2002336001302100101","20020510","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1520번지","부산광역시 강서구 녹산산업중로 161 (송정동)","","(주)젤텍","20170214163105","I","2018-08-31 23:59:59.0","제조","367423.884531247","178767.878381559","냉동","지정되지않음",
"535","고압가스업","09_28_05_P","3360000","2002336010502100001","20021001","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1720","부산광역시 강서구 녹산산단262로 26 (송정동)","","(주)성광벤드","20140204132746","I","2018-08-31 23:59:59.0","저장소","368116.744262721","177928.787041745","","",
"536","고압가스업","09_28_05_P","3360000","2003336001302100002","20030429","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1464-1","부산광역시 강서구 녹산산단17로 113 (송정동)","","(주)에테르씨티","20220523154123","U","2022-05-25 02:40:00.0","저장소","366955.288703522","179594.403228364","일반","공업용",
"537","고압가스업","09_28_05_P","3360000","2000336001302200002","20000425","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1644-8","부산광역시 강서구 녹산산단407로 65 (송정동)","46755","(주)그린푸드","20211020144333","U","2021-10-22 02:40:00.0","제조","369683.20785143","178900.663067196","냉동","주.상복합용",
"538","고압가스업","09_28_05_P","3360000","2001336001302100001","20010312","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1499-1","부산광역시 강서구 녹산산업대로 117-12  (송정동)","","(주)태광","20120604174938","I","2018-08-31 23:59:59.0","저장소","367097.013687695","178395.311089179","냉동","지정되지않음",
"539","고압가스업","09_28_05_P","3360000","2001336001302100003","20010423","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1614-1","부산광역시 강서구 녹산산단289로 6 (송정동)","","(주)오리엔탈정공","20141215100120","I","2018-08-31 23:59:59.0","저장소","368709.173060268","178295.875684299","일반","지정되지않음",
"540","고압가스업","09_28_05_P","3360000","2001336001302100005","20010625","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1466-3","부산광역시 강서구 녹산산단27로 105-8  (송정동)","","유경유티에스(주)","20120530170803","I","2018-08-31 23:59:59.0","저장소","367099.204632077","179291.179292905","일반","지정되지않음",
"541","고압가스업","09_28_05_P","3360000","2001336001302100006","20011103","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1677-5","부산광역시 강서구 녹산산업중로 429-7  (송정동)","","(주)한성스틸","20120613174927","I","2018-08-31 23:59:59.0","저장소","370121.828454548","178818.825618052","일반","지정되지않음",
"542","고압가스업","09_28_05_P","3360000","2001336001302100101","20010704","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1729-4","부산광역시 강서구 녹산산단262로13번길 52, 50 (송정동)","46757","린데코리아 주식회사","20220328120646","U","2022-03-30 02:40:00.0","제조","368817.334613683","178069.066600972","일반","지정되지않음",
"543","고압가스업","09_28_05_P","3360000","2022336014502200001","20220520","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1520","부산광역시 강서구 녹산산업중로 161 (송정동)","46752","(주)젤텍","20220520111511","I","2022-05-22 00:22:48.0","제조","367423.884531247","178767.878381559","냉동","",
"544","고압가스업","09_28_05_P","3360000","2011336009402100002","20110128","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1518-2","부산광역시 강서구 녹산산단165로 64-17 (송정동)","","국도화학(주) 부산사업소","20220428181257","I","2022-04-30 00:22:32.0","제조","367426.235239205","178878.033084587","냉동","",
"545","고압가스업","09_28_05_P","3370000","2020337006902100001","20200106","","01","영업/정상","01","영업중","","","","","","","","부산광역시 연제구 거제동 1518 부산의료원","부산광역시 연제구 월드컵대로 359, 부산의료원 (거제동)","47527","부산광역시의료원","20201105100323","U","2020-11-07 02:40:00.0","제조","387554.40122100000","189836.58537600000","냉동","",
"546","고압가스업","09_28_05_P","3370000","2020337010602100001","20200722","","01","영업/정상","01","영업중","","","","","","","","부산광역시 연제구 연산동 137-5","","","(주)이마트 트레이더스 연산점","20210525114928","U","2021-05-27 02:40:00.0","제조","392305.964151419","189368.404141186","냉동","",
"547","고압가스업","09_28_05_P","3370000","2011337006902200001","20110713","","01","영업/정상","01","영업중","","","","","","","","부산광역시 연제구 연산동 586-7","부산광역시 연제구 중앙대로 1138 (연산동)","","중소기업중앙회 부산울산지역본부","20220701133257","U","2022-07-03 02:40:00.0","제조","389497.371427818","189748.788884749","냉동","상업용",
"548","고압가스업","09_28_05_P","3370000","2013337006902100001","20131127","","01","영업/정상","01","영업중","","","","","","","","부산광역시 연제구 연산동 822-7","부산광역시 연제구 연수로 89 (연산동)","","(주)이마트 연제점","20200420091556","U","2020-04-22 02:40:00.0","제조","389532.511756755","188309.453546847","냉동","",
"549","고압가스업","09_28_05_P","3370000","2017337006902200001","20171018","","01","영업/정상","01","영업중","","","","","","","","부산광역시 연제구 연산동 243-24","","","부산광역시소방재난본부","20220429140537","U","2022-05-03 02:40:00.0","제조","391738.169768828","189228.693102121","일반","",
"550","고압가스업","09_28_05_P","3370000","1975337001402100003","19750809","","01","영업/정상","01","영업중","","","","","","","","부산광역시 연제구 거제동 488-16","부산광역시 연제구 거제시장로11번길 9 (거제동)","","고려종합가스상사","20161229154037","I","2018-08-31 23:59:59.0","판매","388667.153421976","188756.013857762","일반","위험시설",
"551","고압가스업","09_28_05_P","3370000","1985337001402100004","19850109","","01","영업/정상","01","영업중","","","","","","","","부산광역시 연제구 거제동 605-2","","","(주)해동통상","20210428165455","U","2021-04-30 02:40:00.0","판매","","","일반","위험시설",
"552","고압가스업","09_28_05_P","3370000","1985337001402100005","19850613","","01","영업/정상","01","영업중","","","","","","","","부산광역시 연제구 연산동 1290-1","부산광역시 연제구 중앙대로1075번길 62 (연산동)","","경남종합가스상사","20191107134758","U","2019-11-09 02:40:00.0","판매","389135.511689532","189361.657907245","일반","위험시설",
"553","고압가스업","09_28_05_P","3370000","1997337001402100010","19971120","","01","영업/정상","01","영업중","","","","","","","","부산광역시 연제구 연산동 1000","부산광역시 연제구 중앙대로 999 (연산동)","","부산지방경찰청","20161229170310","I","2018-08-31 23:59:59.0","제조","388911.641295429","188733.276763558","냉동","업무용",
"554","고압가스업","09_28_05_P","3370000","2001337001402100006","20010427","","01","영업/정상","01","영업중","","","","","","","","부산광역시 연제구 거제동 1330","부산광역시 연제구 월드컵대로 359 (거제동)","","부산광역시의료원","20220110105400","U","2022-01-13 02:40:00.0","저장소","387471.557473406","189441.216458396","일반","기타",
"555","고압가스업","09_28_05_P","3370000","2002337001402100012","20021011","","01","영업/정상","01","영업중","","","","","","","","부산광역시 연제구 연산동 1127-1","부산광역시 연제구 월드컵대로164번길 26 (연산동)","","(주)장연","20161229163129","I","2018-08-31 23:59:59.0","제조","389323.477295711","189599.47378324","냉동","업무용",
"556","고압가스업","09_28_05_P","3370000","2004337001402100002","20040401","","01","영업/정상","01","영업중","","","","","","","","부산광역시 연제구 연산동 1422-8","부산광역시 연제구 중앙대로 1000 (연산동)","","국민연금관리공단 부산지역본부","20161229162359","I","2018-08-31 23:59:59.0","제조","389012.489298271","188512.518401039","냉동","업무용",
"557","고압가스업","09_28_05_P","3370000","2004337001402100003","20040705","","01","영업/정상","01","영업중","","","","","","","","부산광역시 연제구 거제동 1473","부산광역시 연제구 법원북로 33 (거제동)","","부산연제우체국","20161229162514","I","2018-08-31 23:59:59.0","제조","388510.148054656","190285.730967428","냉동","주거기타",
"558","고압가스업","09_28_05_P","3370000","2009337006902100002","20090331","","01","영업/정상","01","영업중","","","","","","","","부산광역시 연제구 거제동 1400","부산광역시 연제구 경기장로 28 (거제동)","","국가기록원 역사기록관","20200218100512","U","2020-02-20 02:40:00.0","제조","386901.324348229","189757.803824522","냉동","",
"559","고압가스업","09_28_05_P","3370000","2022337010602100001","20220511","","01","영업/정상","01","영업중","","","","","","","","부산광역시 연제구 연산동 1000 부산광역시청, 부산광역시의회","부산광역시 연제구 중앙대로 1001, 부산광역시청, 부산광역시의회 (연산동)","47545","부산광역시청","20220701172747","U","2022-07-03 02:40:00.0","제조","388911.641295429","188733.276763558","냉동","",
"560","고압가스업","09_28_05_P","3380000","1997338008202200001","19961213","","01","영업/정상","01","영업중","","","","","","","","부산광역시 수영구 민락동 316-2 부산MBC","부산광역시 수영구 감포로8번길 69, 부산MBC (민락동)","48276","부산문화방송(주)","20210608184500","U","2021-06-10 02:40:00.0","제조","393560.435815231","186680.450075565","냉동","",
"561","고압가스업","09_28_05_P","3380000","1990338001502100002","19901107","","01","영업/정상","01","영업중","","","","","","","","부산광역시 수영구 남천동 63","부산광역시 수영구 수영로 429 (남천동)","","한국방송공사 부산총국","20200114161102","U","2020-01-16 02:40:00.0","제조","392097.87265021","184922.458607383","냉동","주거기타",
"562","고압가스업","09_28_05_P","3380000","2001338001502200008","20010630","","01","영업/정상","01","영업중","","","","","","","","부산광역시 수영구 광안동 205 도시철도 광안역","부산광역시 수영구 수영로 지하 576, 도시철도 광안역 (광안동)","48298","부산교통공사(광안역)","20200114160947","U","2020-01-16 02:40:00.0","제조","392732.132757122","186381.290710857","냉동","도로등",
"563","고압가스업","09_28_05_P","3380000","2002338001502200011","20020729","","01","영업/정상","01","영업중","","","","","","","","부산광역시 수영구 광안동 1077 지하철2호선 수영역사","부산광역시 수영구 수영로 지하 677 (광안동)","","부산교통공사(수영역)","20200114161028","U","2020-01-16 02:40:00.0","제조","392587.300198181","187499.814873737","냉동","기타",
"564","고압가스업","09_28_05_P","3380000","2009338006202100001","20090617","","01","영업/정상","01","영업중","","","","","","22805","","부산광역시 수영구 망미동 195-1","부산광역시 수영구 구락로 137 (망미동)","","(주)코스트코 코리아 부산점","20151209175819","I","2018-08-31 23:59:59.0","제조","392622.306077375","188645.622106447","냉동","상업용",
"565","고압가스업","09_28_05_P","3380000","2011338006202100001","20110908","","01","영업/정상","01","영업중","","","","","","","","부산광역시 수영구 민락동 345-1","부산광역시 수영구 수영로 지하 769 (민락동)","","부산교통공사 민락지하철역","20131230111817","I","2018-08-31 23:59:59.0","저장소","393327.370196631","187344.599799263","","",
"566","고압가스업","09_28_05_P","3380000","2017338007102200001","20171011","","01","영업/정상","01","영업중","","","","","","","","부산광역시 수영구 광안동 517-5 남부소방서","부산광역시 수영구 광일로 64, 남부소방서 1층 (광안동)","48245","부산광역시 남부소방서","20200923155634","U","2020-09-25 02:40:00.0","제조","391923.6687413","186921.273299221","충전","",
"567","고압가스업","09_28_05_P","3390000","1983339005602100001","20110201","","01","영업/정상","01","영업중","","","","","","956.5","","부산광역시 사상구 감전동 500-7","부산광역시 사상구 낙동대로915번길 12 (감전동)","","한성산업(주)","20190429103955","U","2019-05-01 02:40:00.0","판매","379362.028516461","184390.133748137","","공업용",
"568","고압가스업","09_28_05_P","3390000","1985339005602100001","20071212","","01","영업/정상","01","영업중","","","","","","246","","부산광역시 사상구 학장동 731-8","부산광역시 사상구 장인로78번길 13 (학장동)","","(주)대유코아 부산지점","20200128110430","U","2020-01-30 02:40:00.0","판매","380144.77359733","184238.066787131","","공업용",
"569","고압가스업","09_28_05_P","3390000","2019339009102100001","20190415","","01","영업/정상","01","영업중","","","","","","3760.5","","부산광역시 사상구 학장동 271-12","부산광역시 사상구 학감대로 167 (학장동)","47020","대도하이젠(주) (복합수소충전소)","20210726113638","U","2021-07-28 02:40:00.0","제조","381076.693791231","184781.817710401","충전","공업용",
"570","고압가스업","09_28_05_P","3390000","1984339009102100001","20160125","","01","영업/정상","01","영업중","","","","","","","","","부산광역시 사상구 가야대로176번길 92 (학장동)","","(주)MS가스","20190809160848","I","2019-08-11 02:22:09.0","판매","381308.941555612","184713.601978914","","",
"571","고압가스업","09_28_05_P","3390000","2001339008302100002","20010119","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 225-3","부산광역시 사상구 가야대로104번길 22 (학장동)","","가스텍코리아(주)","20220411112655","I","2022-04-13 00:22:33.0","제조","380685.564388085","185154.572118006","충전","기타",
"572","고압가스업","09_28_05_P","3390000","2019339009102200001","20190823","","01","영업/정상","01","영업중","","","","","","","","서울특별시 종로구 관훈동 192-18번지 SK건설빌딩","서울특별시 종로구 인사동7길 32, SK건설빌딩 (관훈동)","03149","스마트레일주식회사","20190823184201","I","2019-08-25 02:22:10.0","제조","198550.794581565","452315.522758616","냉동","",
"573","고압가스업","09_28_05_P","3390000","2019339009102200002","20190823","","01","영업/정상","01","영업중","","","","","","","","서울특별시 종로구 관훈동 192-18 SK건설빌딩","서울특별시 종로구 인사동7길 32, SK건설빌딩 (관훈동)","03149","스마트레일주식회사","20191204105431","U","2019-12-06 02:40:00.0","제조","198550.794581565","452315.522758616","냉동","",
"574","고압가스업","09_28_05_P","3390000","2019339009102200004","20191224","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 279-13","부산광역시 사상구 학장로 237-10 (학장동)","47021","(주)진양화성","20200610183609","U","2020-06-12 02:40:00.0","제조","381490.02827228","184781.909732673","냉동","",
"575","고압가스업","09_28_05_P","3390000","2001339009102100013","20010728","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 731-8","부산광역시 사상구 장인로78번길 13 (학장동)","47026","부산산업가스","20191016190230","I","2019-10-18 00:23:09.0","판매","380144.77359733","184238.066787131","","",
"576","고압가스업","09_28_05_P","3390000","2017339009102200001","20171124","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 삼락동 402-4 북부소방서","","","북부소방서","20200217094348","U","2020-02-19 02:40:00.0","제조","380194.950497216","187943.573014018","충전","",
"577","고압가스업","09_28_05_P","3390000","2002339001502100005","19750802","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 727-10","부산광역시 사상구 새벽로 25 (학장동)","","창신가스(주)","20200511152753","I","2020-05-13 00:23:20.0","제조","380356.451262335","184503.32902686","충전","위험시설",
"578","고압가스업","09_28_05_P","3390000","1972339008302100001","19720912","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 276-21","부산광역시 사상구 가야대로176번길 90 (학장동)","","(주)엠에스동남산업가스","20200226101006","U","2020-02-28 02:40:00.0","제조","381320.859037886","184754.536637464","충전","공업용",
"579","고압가스업","09_28_05_P","3390000","1981339008302100001","19810410","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 감전동 162-3","부산광역시 사상구 대동로269번길 41 (감전동)","","주식회사 평화산소","20150116094415","I","2018-08-31 23:59:59.0","제조","380687.549404604","185401.029525074","충전","",
"580","고압가스업","09_28_05_P","3390000","1998339008302100001","19981222","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 괘법동 529-1","부산광역시 사상구 광장로 7 (괘법동)","","홈플러스(주) 서부산점","20210603155430","U","2021-06-05 02:40:00.0","제조","380128.339808636","186803.363627811","냉동","",
"581","고압가스업","09_28_05_P","3390000","1998339009102100005","19980331","","01","영업/정상","01","영업중","","","","","","660.66","","부산광역시 사상구 학장동 727-10번지","부산광역시 사상구 새벽로 25 (학장동)","","창신가스(주)","20180118151607","I","2018-08-31 23:59:59.0","판매","380356.451262335","184503.32902686","","공업용",
"582","고압가스업","09_28_05_P","3390000","2018339009102200002","20180919","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 감전동 951-12","부산광역시 사상구 낙동대로970번길 78 (감전동)","47028","(주)대광선박설비","20180920172529","U","2018-09-20 23:59:59.0","제조","379897.716388116","184791.258340092","충전","공업용",
"583","고압가스업","09_28_05_P","3390000","2021339010902100001","20210218","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 감전동 948-8","부산광역시 사상구 장인로37번길 105 (감전동)","47027","(주)부성철강산업","20210513120829","U","2021-05-15 02:40:00.0","저장소","379834.799716883","185012.319841146","","",
"584","고압가스업","09_28_05_P","3390000","2002339001502100042","19711029","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 감전동 111-27","부산광역시 사상구 주감로7번길 22 (감전동)","","동양산소","20131224170600","I","2018-08-31 23:59:59.0","판매","381169.057534393","186189.321448972","일반","위험시설",
"585","고압가스업","09_28_05_P","3390000","2002339001502100043","19750508","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 감전동 144-5","부산광역시 사상구 새벽시장로64번길 16-8 (감전동)","","영남산소","20131226102137","I","2018-08-31 23:59:59.0","판매","380371.117552032","185709.582677934","일반","위험시설",
